custid,debtinc,creddebt,othdebt,preloan,veh,house,selfemp,account,deposit,emp,address,branch,ref,age,gender,ms,child,zone,bad
6362,8.82,2.22,3.36,2,1,2,2,2,2,14,2,2,1,1,1,1,1,19,1
6363,16.33,3.28,2.91,1,1,2,1,1,2,4,1,1,2,2,1,1,1,14,0
6364,9.79,4.9,2.36,2,1,2,2,2,1,4,10,2,2,2,2,1,1,14,0
6365,9,3.19,3.04,1,2,2,2,2,2,6,7,2,2,1,2,2,1,6,0
6366,25.6,10.31,9.76,2,1,1,2,2,2,11,7,2,1,3,1,1,1,10,1
6367,8.24,1.31,2.16,2,2,1,2,1,2,3,4,2,2,2,1,2,2,14,1
6368,10.89,4.55,2.06,2,2,2,1,1,2,20,8,1,1,2,2,1,1,10,0
6369,12.03,2.25,1.97,2,2,1,2,2,1,9,3,2,2,3,2,2,1,9,1
6370,23.54,0.69,3.41,1,1,2,1,1,1,1,2,2,1,2,1,1,1,6,1
6371,23.55,3.24,4.85,2,1,2,1,2,1,3,9,2,2,3,1,2,1,8,0
6372,28.44,4.23,6.25,2,1,2,2,2,1,6,10,2,1,3,2,2,1,11,0
6373,17.19,6.53,8.55,2,1,1,1,1,1,26,21,1,1,3,1,2,1,10,0
6374,14.56,3.86,2.05,1,2,1,2,1,1,2,6,1,2,2,2,1,1,18,0
6375,3.04,1.83,2.58,1,1,2,1,2,2,14,11,1,2,3,1,1,1,3,0
6376,24.95,4.94,8.48,2,2,2,2,1,1,13,25,2,1,1,2,2,2,12,0
6377,3.32,0.3,0.32,1,2,1,1,1,1,3,2,1,2,1,1,2,1,2,0
6378,7.05,2.37,2.76,2,1,2,2,1,2,2,9,2,1,1,2,2,2,16,0
6379,5.55,0.43,1.29,1,1,1,2,2,1,14,3,1,1,3,1,2,1,4,0
6380,5.58,2.41,1.42,2,2,1,2,2,2,16,10,2,2,3,1,1,1,16,0
6381,14.44,4.75,0.84,2,2,1,1,2,1,5,4,2,1,2,2,1,1,12,1
6382,21.8,4.75,6.21,1,1,2,2,2,2,12,12,2,1,3,1,2,2,14,0
6383,20.92,5.06,4.99,1,1,2,2,1,2,7,4,1,2,1,2,1,1,17,0
6384,12.01,2.39,3.02,2,1,1,1,1,2,4,17,1,1,2,2,1,1,1,0
6385,10.29,2.04,1.24,1,2,1,2,2,2,4,3,2,2,2,2,1,1,5,0
6386,22.91,2.56,7.54,1,1,1,1,1,2,11,15,1,2,2,2,1,1,19,0
6387,17.06,6.03,0.97,2,2,1,2,1,1,5,5,2,1,3,1,2,1,12,1
6388,24.7,2.54,6.88,1,1,2,2,1,1,6,17,1,1,2,1,1,1,8,0
6389,5.69,3.09,0.93,1,1,1,1,1,1,13,12,1,1,3,2,2,1,11,0
6390,29.4,4.32,2.69,1,1,2,2,1,1,1,1,2,2,1,2,1,1,20,1
6391,7.01,2.63,2.79,1,1,2,2,1,1,4,11,2,1,3,1,2,2,10,0
6392,16.2,0.37,1.87,2,1,1,2,2,2,2,6,1,1,2,1,1,1,12,1
6393,11.64,1.78,6.1,2,2,1,1,2,1,5,5,1,2,2,1,1,1,8,0
6394,7.26,2.71,2.03,2,1,1,1,1,1,0,7,1,1,3,2,1,1,4,1
6395,28.14,3.74,2.65,2,1,2,1,1,1,2,0,1,1,1,2,2,2,9,1
6396,5.85,2.31,2.96,2,2,1,1,1,2,18,6,1,1,3,1,2,1,9,0
6397,3.61,3.98,2.51,1,1,1,2,2,2,14,1,1,2,2,2,1,1,15,0
6398,8.95,1.38,4.26,1,2,2,1,1,1,15,8,2,2,1,2,1,1,5,0
6399,9.97,3.46,1.52,1,1,1,1,2,2,4,10,2,1,1,1,1,1,16,0
6400,11.55,1.82,1.7,1,2,2,1,1,1,5,6,2,1,3,2,1,1,16,1
6401,2.82,3.13,2.48,2,1,1,2,2,1,23,10,1,1,1,1,2,1,18,0
6402,10.58,1.1,2.66,1,2,2,1,2,2,7,9,1,2,2,2,1,1,5,0
6403,10.69,3.02,2.35,2,1,2,1,1,2,8,8,2,2,1,1,2,2,20,0
6404,4.76,4.21,3.23,2,2,1,1,2,1,22,11,2,1,1,2,2,1,4,0
6405,23.68,10.55,8.19,2,1,2,1,1,1,22,18,1,1,2,2,2,2,11,0
6406,5.11,1.23,1.26,2,1,1,1,1,2,9,18,2,1,1,1,1,1,4,0
6407,11.46,2.11,5.57,2,1,1,1,1,2,10,18,2,2,3,1,1,1,16,1
6408,14.09,3.96,3.21,1,1,1,1,2,1,5,8,2,2,1,1,1,1,17,0
6409,11.09,4.41,3.91,2,1,2,1,2,1,13,13,2,2,3,1,2,1,9,0
6410,13.03,2.3,4.79,2,1,1,1,2,1,9,13,1,2,3,1,1,1,7,0
6411,9.6,1.62,2.38,1,1,2,1,2,2,3,5,2,2,3,1,2,2,4,0
6412,8.97,0.47,3.46,1,1,2,1,2,2,6,0,2,2,3,1,1,1,4,0
6413,10.31,2.15,1.77,2,2,2,1,1,1,0,2,2,1,2,1,2,2,5,0
6414,21.84,3.03,9.88,2,2,1,1,1,1,13,11,1,1,1,2,2,1,20,0
6415,9.88,3.55,3.67,1,1,1,1,2,1,16,25,2,1,3,1,1,1,11,0
6416,8.15,3.24,2.83,2,1,2,1,1,1,4,7,1,2,3,1,1,1,6,0
6417,6.8,3.72,2.41,2,1,2,1,2,2,9,10,1,1,2,2,2,1,11,0
6418,7.07,2.37,3.02,2,2,1,2,2,2,16,16,1,2,2,2,1,1,17,0
6419,14.8,2.48,3.18,1,1,2,1,1,1,0,5,1,1,3,2,1,1,1,1
6420,10.56,0.93,1.39,2,2,2,2,1,1,2,0,2,1,1,1,2,2,6,1
6421,11.18,2.6,2.28,1,1,2,2,1,1,13,20,1,1,3,2,2,2,9,0
6422,10.41,2.22,1.66,1,1,1,1,1,2,3,0,2,2,2,1,2,1,3,1
6423,36.63,4.05,8.03,2,1,2,2,2,2,7,3,1,1,3,2,1,1,12,0
6424,13.45,2.58,2.1,2,1,1,1,1,1,3,4,1,1,3,1,2,2,6,1
6425,3.43,0.26,1.83,1,1,1,2,1,2,6,10,1,1,2,2,1,1,5,0
6426,8.13,0.84,2.84,2,1,2,2,2,2,7,12,1,2,3,2,2,1,9,0
6427,13.39,2.89,9.31,1,2,1,2,1,1,8,2,1,1,3,1,2,1,9,1
6428,2.58,2.79,0.79,1,1,2,2,1,2,9,4,2,2,2,2,2,2,15,0
6429,13.44,2.89,2.98,2,1,2,1,2,1,6,1,1,1,1,1,2,2,18,0
6430,10.1,3.33,4,1,1,1,2,1,1,20,2,1,2,2,2,2,1,3,0
6431,5.59,0.82,0.78,2,1,2,2,1,1,1,7,1,2,2,1,2,2,8,0
6432,14.41,3.64,1.63,2,1,2,1,1,2,5,11,2,1,3,1,1,1,4,0
6433,19.41,3.26,6.79,1,1,1,1,1,1,19,20,1,1,1,1,1,1,14,0
6434,14.35,2.5,7.54,2,1,1,2,1,1,18,20,1,1,2,1,2,2,13,0
6435,11.2,0.65,2.37,2,1,1,2,2,1,8,2,2,1,1,1,1,1,13,0
6436,5.35,2.52,1.41,2,1,2,1,1,1,7,8,1,1,3,2,2,1,3,0
6437,14.78,2.29,4.4,1,1,1,2,2,2,2,1,1,2,3,1,2,1,19,0
6438,9.56,3.27,0.89,1,1,1,2,2,1,14,3,1,2,1,1,1,1,3,0
6439,10.48,0.64,2.79,2,2,2,1,1,1,9,11,2,2,1,1,2,2,20,0
6440,11.36,2.73,3.13,1,1,2,2,2,1,4,4,1,1,1,1,2,2,8,1
6441,19.18,1.73,2.4,1,1,1,1,1,2,0,2,2,1,3,1,1,1,15,0
6442,21.03,3.71,5.92,2,1,2,1,2,2,9,7,1,2,1,1,2,1,11,1
6443,8.6,1.29,4.88,2,1,1,1,2,2,16,23,1,1,2,1,1,1,11,0
6444,10.4,0.3,2.88,1,1,1,2,1,2,11,9,2,2,3,1,1,1,14,0
6445,7.96,2.9,3.9,2,1,2,2,2,1,16,18,1,2,2,2,2,2,15,0
6446,6.74,1.19,1.24,2,1,1,2,1,1,5,4,2,1,2,2,1,1,2,0
6447,13.78,3.27,4.36,1,2,2,2,1,1,1,3,2,2,1,1,2,2,12,0
6448,13.74,2.33,2.66,2,2,2,2,2,1,2,9,2,2,2,2,2,2,15,0
6449,12.56,2.06,4.04,2,1,2,2,2,1,12,2,2,1,3,1,2,1,13,0
6450,8.52,2.57,2.84,2,2,1,2,1,2,9,5,1,1,3,1,1,1,2,0
6451,21.12,3.15,8,1,1,2,1,2,1,15,14,2,1,1,2,2,1,4,0
6452,8.15,4.74,2.89,2,1,1,2,1,1,13,23,1,2,1,1,2,1,10,1
6453,18.17,2.54,2.84,1,1,2,2,2,1,5,11,2,2,2,2,2,2,14,0
6454,7.54,2.96,3.23,1,1,2,2,1,1,8,7,2,1,3,2,2,1,19,0
6455,14.29,3.82,3.47,2,1,1,2,2,2,4,6,1,1,1,2,1,1,9,0
6456,21.69,3.26,5.03,1,2,2,2,2,1,13,4,1,2,2,1,2,2,6,0
6457,14.76,4.5,1.95,1,1,2,1,2,1,13,11,2,2,1,1,1,1,14,0
6458,16.87,2.95,3.58,2,1,1,2,1,1,9,2,2,2,1,1,1,1,3,1
6459,17.92,3.48,3.18,2,1,2,1,1,1,9,4,2,1,3,2,1,1,13,1
6460,5.23,0.61,1.97,2,2,1,1,1,2,10,6,2,2,1,1,1,1,16,0
6461,12.24,3.11,1.29,2,1,2,1,2,1,4,0,2,1,2,1,1,1,7,0
6462,11.53,0.8,3.17,2,2,2,2,1,1,6,10,2,1,3,2,2,1,18,0
6463,10.49,1.07,2.92,2,2,1,1,1,2,2,1,1,2,2,1,2,1,6,1
6464,7.74,2.75,0.77,2,1,2,1,2,2,9,6,1,2,3,2,1,1,4,0
6465,17.24,2.86,4,1,1,1,1,2,2,1,8,1,1,3,1,2,2,8,1
6466,21.08,7.09,13.28,1,2,2,2,2,2,13,12,2,2,1,1,1,1,2,1
6467,17.67,1.68,3.08,2,2,2,1,1,1,5,3,2,2,2,1,1,1,20,1
6468,8.54,2.68,2.96,2,2,2,2,2,2,5,10,2,2,1,1,1,1,4,0
6469,4.26,1.77,0.84,1,1,1,2,1,2,15,3,1,2,2,1,2,2,18,0
6470,5.87,2.76,3.4,1,1,2,2,2,2,16,10,1,2,1,2,2,2,9,0
6471,14.42,0.62,2.36,2,1,1,2,1,1,8,10,1,2,3,1,2,2,7,0
6472,15.29,2.03,4.08,1,2,2,1,1,1,4,10,1,2,3,1,1,1,11,0
6473,6.03,2.45,2.18,1,1,2,1,1,2,1,0,2,2,1,1,1,1,17,1
6474,11.77,5.19,3.44,1,2,2,1,2,2,15,8,1,2,2,1,2,2,11,0
6475,10.71,2.28,2.63,2,2,2,2,2,1,7,15,2,2,2,1,1,1,15,0
6476,10.76,3.56,2.23,2,1,2,2,2,1,6,0,2,2,2,2,2,1,3,0
6477,21.02,3.03,3.95,2,1,1,2,1,1,2,1,2,2,2,1,2,1,4,0
6478,9.06,1.91,3.61,2,2,1,2,2,1,8,2,1,2,3,1,1,1,11,0
6479,12.27,3.31,2.84,1,1,1,2,2,1,13,6,1,2,3,1,1,1,4,0
6480,27.8,4.5,6.22,2,1,2,2,2,1,2,14,1,1,1,2,1,1,6,0
6481,5.27,2.35,2.6,2,1,1,2,2,1,13,11,1,1,1,2,1,1,7,0
6482,7.64,3.87,2.74,1,2,1,2,1,2,9,19,2,2,3,2,2,1,11,0
6483,5.95,2.36,1.75,1,2,1,1,1,1,16,21,2,1,3,1,2,1,1,0
6484,8.33,3.3,1.98,2,2,1,1,1,2,10,6,1,1,1,2,2,2,5,0
6485,24.69,3.44,5.73,2,1,2,1,2,2,0,7,2,1,1,1,1,1,12,0
6486,9.2,2.31,1.61,2,1,2,2,1,2,13,10,2,1,2,1,2,1,10,0
6487,15.12,5.38,4.16,1,2,1,2,1,2,15,22,1,1,3,2,2,1,6,0
6488,18.99,7.37,5.48,1,1,1,1,1,2,12,9,1,1,1,2,1,1,20,0
6489,13.49,3.02,1.72,2,2,2,2,1,1,1,5,1,2,2,1,1,1,14,0
6490,17.04,5.33,9.07,2,1,1,1,1,1,20,2,2,1,3,1,2,2,10,0
6491,17.56,3.47,2.62,1,1,1,1,2,1,4,4,1,2,2,1,1,1,2,1
6492,14.14,1.55,2.58,2,1,2,2,2,1,2,8,1,2,3,1,2,2,7,0
6493,12.09,1.92,3.35,1,2,1,1,2,2,10,0,1,1,1,2,1,1,6,1
6494,3.17,0.38,2.01,1,2,1,2,1,2,2,7,1,2,1,2,1,1,15,1
6495,10.63,0.3,3.53,1,2,1,2,2,1,13,2,1,1,3,2,1,1,6,0
6496,9.12,1.75,1.21,1,1,1,1,1,1,5,1,1,1,2,2,1,1,10,0
6497,9.39,0.89,1.89,1,1,1,2,1,2,2,0,2,2,2,1,1,1,8,1
6498,8.79,0.66,2.28,1,2,1,2,2,2,9,10,1,1,2,2,1,1,20,0
6499,9.52,3.14,3.8,2,1,1,1,2,1,8,27,2,1,3,1,1,1,3,0
6500,26.88,5.09,4.26,2,2,1,2,1,2,7,7,1,2,1,2,2,1,15,0
6501,7.84,3.06,1.99,1,2,2,1,2,1,3,7,1,2,1,2,2,1,1,0
6502,9.41,3.2,5.78,2,2,1,2,1,2,9,11,2,1,3,1,2,2,13,0
6503,13.21,2.02,4.66,1,1,1,2,2,2,4,24,1,1,1,2,1,1,8,0
6504,13.38,1.03,3.05,1,2,1,2,2,2,1,17,2,1,2,1,1,1,17,0
6505,8.14,3.32,4.22,1,2,2,2,2,2,8,1,2,2,2,2,2,1,11,0
6506,7.65,2.75,5.19,1,1,1,1,1,1,18,11,1,2,2,2,1,1,13,0
6507,6.2,1.13,1.31,2,1,1,2,1,1,8,6,2,1,1,2,1,1,3,0
6508,5.24,1.6,0.23,1,1,1,2,2,1,7,7,2,2,1,1,1,1,7,0
6509,8.96,3.08,5.02,2,2,1,2,1,2,15,12,2,2,3,1,2,1,20,0
6510,4.68,2.21,2,1,1,2,1,2,2,7,0,1,1,2,2,2,2,14,0
6511,13.52,2.35,12.66,1,2,2,2,2,2,16,6,1,1,3,1,2,2,10,0
6512,13.77,3.94,3.09,2,2,1,1,1,2,6,3,1,2,3,2,1,1,18,1
6513,9.46,3.02,1.34,2,2,2,1,1,1,1,11,1,2,3,2,1,1,4,0
6514,9.99,0.89,2.58,2,2,2,2,2,1,6,4,2,1,1,1,2,2,20,1
6515,13.5,6.55,4.6,1,2,2,2,1,1,16,4,2,2,2,1,1,1,15,0
6516,7.78,3.9,2.06,2,2,2,2,1,1,12,8,2,1,2,2,2,1,16,0
6517,12.96,2.74,2.84,2,2,1,1,2,2,14,25,1,1,2,2,2,1,8,0
6518,12.67,4.36,14.71,1,1,1,1,1,2,21,22,1,2,1,1,2,2,1,0
6519,6.35,0.76,2.14,1,2,2,2,2,1,7,9,2,1,2,1,1,1,15,1
6520,11.02,4.6,5.63,1,2,2,1,2,1,1,7,1,2,2,1,1,1,11,1
6521,2.94,1.26,2.02,1,2,1,1,2,1,12,7,2,2,1,2,1,1,17,0
6522,13.66,1.21,1.7,1,2,2,2,1,2,0,28,1,2,3,1,2,1,19,0
6523,14.02,4.24,10.91,2,1,1,1,2,2,18,26,1,1,3,1,1,1,2,0
6524,22.78,3.31,11.46,2,2,2,1,2,1,6,6,1,1,1,2,1,1,16,0
6525,25.04,4.95,8.47,1,2,1,1,2,2,9,5,2,2,2,2,1,1,20,0
6526,9.08,1.77,2.43,1,1,1,1,2,2,5,2,1,1,3,2,2,1,2,0
6527,22.2,4.45,5.98,2,2,2,2,1,2,10,9,2,1,1,1,1,1,7,0
6528,6.04,3.87,1.84,2,2,1,1,1,1,6,7,2,1,2,1,2,1,3,0
6529,8.96,0.89,1.72,1,1,2,2,1,2,0,3,2,1,1,2,1,1,3,0
6530,15.27,1.44,3.81,2,1,1,2,2,1,7,4,2,1,3,2,2,2,5,0
6531,16.88,4.39,8.81,2,2,2,2,2,1,10,10,1,2,1,1,1,1,12,0
6532,12.3,3.53,3.73,1,1,2,1,2,2,4,11,2,2,2,1,1,1,6,1
6533,0.71,0.59,2.09,2,2,2,1,1,1,9,17,2,1,2,2,2,1,10,0
6534,3.58,1.06,2.56,1,1,2,2,1,2,6,2,2,2,3,1,1,1,6,0
6535,2.31,1.92,2.11,1,2,1,1,1,2,11,9,2,2,2,2,1,1,20,0
6536,9.17,2.47,2.25,1,1,2,2,1,2,7,0,1,2,1,1,1,1,19,0
6537,10.98,1.44,3.34,1,1,1,2,1,1,5,3,1,1,3,2,2,2,19,0
6538,11.33,1.28,2.42,2,2,2,1,2,2,2,12,1,2,2,1,2,2,7,1
6539,6.46,3.15,2.78,2,2,2,1,2,2,11,4,1,2,3,1,1,1,14,0
6540,20.78,5.04,7.04,2,2,1,2,2,2,6,19,1,2,1,2,1,1,4,1
6541,21.33,3.1,3.49,2,1,1,2,1,2,4,4,1,2,3,2,2,2,7,0
6542,14.44,4.96,2.75,1,1,1,1,2,1,10,11,1,1,1,2,1,1,9,0
6543,7.36,1.93,1.37,1,1,2,1,2,2,7,10,1,2,2,2,2,2,8,0
6544,15.57,9.61,9.34,1,2,1,1,1,1,22,21,2,1,3,1,2,2,3,0
6545,15.94,2.86,4.15,2,2,2,1,1,1,3,4,2,1,3,1,1,1,7,0
6546,26.42,4.71,6.22,2,1,2,2,2,1,13,5,2,2,1,2,1,1,12,0
6547,4.49,0.84,2.52,1,1,1,2,2,2,15,16,1,1,3,2,2,1,19,0
6548,17.99,2.67,3.09,1,2,1,2,1,1,6,4,1,1,1,2,2,1,8,0
6549,21.83,4.2,7.47,1,1,1,1,1,2,15,11,1,2,2,1,2,2,14,0
6550,17.3,6.08,9.36,2,1,1,1,2,2,11,17,2,1,1,2,2,2,4,0
6551,11.23,5.96,14.62,2,2,2,2,1,1,22,18,1,2,2,1,1,1,12,0
6552,23.59,4.7,9.95,2,2,1,1,1,2,13,4,2,2,3,2,1,1,1,0
6553,2.35,4.32,2.25,2,1,2,2,1,2,13,4,1,2,3,2,2,2,13,0
6554,12.14,1.19,2.65,1,2,2,2,2,2,1,1,2,1,2,1,1,1,7,0
6555,9.21,1.4,3.21,1,1,1,2,1,1,5,14,2,2,1,1,2,2,8,0
6556,10.03,4.2,6.07,1,2,1,2,1,2,19,1,2,2,2,1,1,1,18,0
6557,7.95,3.41,2.83,2,2,2,1,1,2,19,20,1,1,1,1,2,1,19,0
6558,14.12,2.81,5.09,1,2,2,2,2,1,3,15,1,1,3,2,1,1,7,0
6559,5.06,3.09,2.32,2,2,2,2,2,1,17,26,2,2,1,2,1,1,3,0
6560,12.71,3.1,4.13,1,2,2,1,1,2,10,3,2,1,2,2,1,1,18,0
6561,28.77,4.53,5.82,2,1,2,1,1,1,15,2,1,2,2,2,2,2,13,0
6562,9.21,3.01,4.02,1,1,2,1,1,2,8,6,1,1,2,1,1,1,11,0
6563,15.95,1.66,3.17,1,1,1,2,2,2,9,7,2,1,3,1,2,2,4,0
6564,23.47,2.01,5.79,2,1,2,1,2,2,9,11,1,2,1,1,2,2,14,0
6565,5.39,2.41,2.08,1,1,1,2,1,1,9,6,1,1,2,1,1,1,2,0
6566,10.97,1.45,2.6,1,2,2,1,2,1,7,0,1,1,1,2,2,2,13,0
6567,7.47,0.95,2.72,1,2,1,2,1,1,0,1,2,2,1,1,2,2,11,0
6568,16.79,3.98,5.58,2,1,2,2,1,2,9,7,1,1,2,1,1,1,18,1
6569,15.56,2.39,1.83,1,1,2,2,2,2,3,9,1,1,1,1,1,1,6,0
6570,7.01,2.01,1.54,1,2,1,2,2,2,19,17,2,1,1,2,1,1,12,0
6571,12.58,6.38,5.26,2,2,2,1,1,1,22,23,2,1,3,2,1,1,13,0
6572,4.64,1.73,0.98,1,2,1,1,2,1,5,1,1,2,1,2,1,1,16,0
6573,14.95,1.55,2.29,1,1,1,2,2,2,7,5,1,1,1,1,2,2,15,0
6574,21.85,2.7,8.71,1,1,2,2,2,1,16,10,2,1,2,1,2,1,2,0
6575,8.86,0.81,3.94,1,2,1,1,2,2,7,8,1,1,3,2,1,1,17,0
6576,11.77,3.06,3.66,1,1,2,1,2,2,2,1,2,1,2,1,1,1,10,1
6577,17.7,2.24,2.48,1,1,1,2,2,2,2,6,2,2,2,1,2,2,7,1
6578,7,2.73,0.85,2,1,1,2,1,1,14,1,2,2,3,2,1,1,2,0
6579,3.75,1.62,1.23,2,1,2,2,2,1,1,11,2,2,3,2,1,1,5,1
6580,13.75,3.91,2.68,1,1,1,2,2,1,14,2,1,1,2,2,1,1,13,0
6581,7.47,1.07,1.62,2,1,2,2,1,2,12,7,1,2,1,1,2,1,17,0
6582,28.16,5.61,6.08,1,1,1,1,1,1,16,2,1,2,1,2,2,1,19,0
6583,12.89,1.37,6.59,2,2,1,2,2,2,8,4,1,2,3,2,2,2,3,0
6584,11.75,1.05,3.77,2,2,1,1,1,2,2,7,1,1,2,1,1,1,8,0
6585,17.53,3.32,4.09,2,2,1,2,1,1,10,1,2,2,3,2,1,1,2,0
6586,7.71,2.29,2.49,2,1,1,1,1,2,10,16,2,1,2,2,1,1,5,0
6587,8.9,1.13,1.67,2,1,2,1,2,2,11,8,1,2,2,2,1,1,15,0
6588,24.26,2.18,5.49,1,1,1,2,2,1,3,17,2,2,3,1,2,2,5,0
6589,5.09,2.65,1.84,2,2,1,1,1,2,17,16,2,1,2,1,2,1,17,0
6590,7.55,3.01,3.24,1,2,2,2,1,2,11,5,1,2,1,1,1,1,12,0
6591,7.67,0.88,3.2,2,1,2,2,1,1,3,5,1,1,1,1,1,1,19,0
6592,7.48,2.62,1.49,2,2,2,2,1,1,10,9,2,1,3,2,1,1,19,0
6593,3.35,3.89,4.21,2,1,1,1,1,1,19,25,2,1,1,1,2,2,17,0
6594,6.58,1.26,2.26,2,2,1,2,1,2,5,2,1,2,3,2,1,1,1,0
6595,13.95,6.21,2.63,1,1,2,2,1,1,10,13,1,2,1,2,1,1,14,0
6596,6.98,3.08,3.44,1,2,1,1,2,1,11,15,1,2,2,2,2,2,16,0
6597,13.16,2.02,2.68,2,2,2,2,1,1,4,1,2,2,2,2,2,2,15,0
6598,21.69,2.94,3.21,2,2,2,1,1,1,1,11,1,2,1,2,2,2,1,0
6599,9.87,3.55,2.2,1,2,2,2,2,2,4,6,1,2,3,2,2,1,14,1
6600,6.08,1.8,1.7,2,2,2,1,1,2,20,2,2,2,3,2,2,1,19,0
6601,25.58,21.13,13.27,1,2,2,2,1,2,29,18,1,1,3,1,1,1,4,0
6602,12.53,2.51,4.96,1,2,2,1,1,1,7,25,2,1,3,1,2,2,16,0
6603,6.86,4.5,4.45,1,1,1,2,1,2,22,19,2,1,2,2,2,2,2,0
6604,6.55,1.44,2.81,2,2,1,2,1,1,6,3,1,1,2,1,1,1,12,0
6605,10.01,5.04,3.51,2,1,2,2,2,2,6,2,1,2,2,2,1,1,19,0
6606,2.12,2.63,0.52,1,2,2,2,2,1,10,5,1,1,3,2,2,2,15,0
6607,15.03,2.47,7.49,1,1,1,2,1,2,12,12,2,1,2,2,2,2,18,0
6608,21.86,4,9.99,2,2,2,1,1,2,16,20,1,2,1,1,1,1,4,0
6609,11.57,2.28,1.63,1,1,2,2,1,2,10,2,1,1,3,2,1,1,4,0
6610,11,1.32,1.46,2,2,1,2,2,2,5,20,2,1,3,1,1,1,20,0
6611,31.7,10.45,8.25,1,2,1,1,2,2,19,16,2,1,1,2,2,2,19,0
6612,15.03,6.01,2.06,1,1,1,1,1,2,19,9,2,2,3,1,2,1,16,0
6613,18.64,3.01,1.51,2,2,1,1,1,1,3,0,2,1,2,2,1,1,16,1
6614,13.03,3.76,4.57,1,2,2,1,1,1,7,10,1,1,1,1,2,1,14,0
6615,13.27,1.2,3.96,1,1,2,2,2,1,1,6,2,1,1,1,2,1,16,0
6616,20.84,2.94,3.06,1,1,1,2,2,1,5,16,2,1,1,1,2,1,11,0
6617,22.99,4.21,7.21,1,2,1,2,2,2,17,5,2,1,3,1,1,1,12,0
6618,8.93,2.37,1.53,1,1,2,2,2,1,0,2,2,2,3,2,1,1,1,0
6619,11.28,0.72,3.8,2,1,1,1,1,1,5,16,2,2,1,1,2,2,4,0
6620,6.88,2.37,1.8,1,2,1,2,1,2,4,1,1,2,2,1,1,1,20,1
6621,9.24,1.12,0.94,2,1,2,2,2,2,9,4,2,2,1,2,2,1,14,0
6622,12.68,1.21,5.22,2,1,1,1,2,2,3,4,1,2,3,1,1,1,1,1
6623,6.27,3.03,1.88,1,1,2,1,2,1,16,22,2,2,1,1,1,1,16,0
6624,12.99,3.57,1.42,1,2,1,2,2,1,1,9,1,1,3,1,2,2,6,1
6625,18.71,4.54,4.26,2,1,2,1,1,1,5,13,1,1,1,1,2,1,9,1
6626,28.77,16.6,19.12,2,1,2,1,1,1,26,12,1,1,1,1,1,1,15,0
6627,17.97,3.18,13.14,1,2,1,1,2,1,12,6,2,2,2,2,2,2,19,0
6628,5.52,1.04,0.66,2,1,1,1,1,1,2,4,2,2,3,1,1,1,9,0
6629,9.15,2.94,3.77,1,2,1,1,2,1,1,8,2,1,1,1,2,1,10,0
6630,15.99,3.15,2.43,1,2,1,2,1,1,8,6,2,1,2,2,2,1,4,0
6631,2.32,2.45,0.3,2,1,2,2,1,2,2,2,2,1,1,1,2,1,17,0
6632,3.59,0.82,1.12,1,1,1,1,1,2,3,3,1,1,2,2,1,1,2,1
6633,3.53,2.63,2.31,1,1,2,1,2,1,2,4,2,1,2,2,2,1,5,1
6634,14.75,2.23,3.37,2,1,2,1,2,2,0,5,2,2,3,2,1,1,9,0
6635,18.38,7.8,7.98,1,1,2,1,1,1,17,9,1,1,1,1,2,1,2,0
6636,6.34,1.28,3.57,2,2,2,1,2,1,12,3,2,2,2,2,1,1,8,0
6637,18.09,2.91,4.84,2,1,1,1,1,1,7,17,1,2,3,1,2,2,8,0
6638,8.3,1.19,2.72,2,2,2,2,2,2,21,12,1,2,2,1,1,1,12,0
6639,22.97,6.52,5.54,2,2,1,1,2,1,6,9,1,1,3,1,1,1,3,0
6640,15.7,3.17,4.65,2,1,1,2,2,1,5,3,2,2,3,1,2,2,17,1
6641,13.17,4.12,3.64,1,1,1,2,2,2,6,19,2,2,1,1,1,1,7,0
6642,10.48,2.23,0.73,2,2,1,2,1,1,5,8,2,1,2,2,2,1,10,0
6643,4.91,3.18,1.23,2,2,1,2,1,2,15,19,1,1,1,1,1,1,14,0
6644,17.06,9.67,27.92,1,2,1,1,2,2,5,3,1,1,3,1,2,1,3,0
6645,14.36,6.31,6.1,1,2,1,1,2,1,18,4,2,1,1,1,1,1,11,0
6646,21.5,3.47,4.14,1,1,1,2,1,2,0,9,1,1,3,2,2,1,1,1
6647,6.42,1.39,0.7,2,2,2,2,2,1,3,0,1,1,1,1,1,1,17,0
6648,12.91,1.18,3.67,1,1,2,2,2,2,11,13,2,2,3,1,2,1,5,0
6649,4.57,0.86,0.63,2,2,2,1,1,1,3,8,1,2,1,1,1,1,17,0
6650,6.8,2.06,2.34,2,2,1,1,1,2,3,1,2,2,3,1,1,1,19,0
6651,4.72,2.21,0.71,1,1,2,2,1,1,8,21,2,1,2,2,2,1,4,0
6652,23.52,3.64,3.99,1,2,2,1,2,2,2,4,1,1,1,1,1,1,20,0
6653,1.7,2.02,1.52,2,2,1,2,1,2,11,9,2,2,2,2,1,1,11,0
6654,10.73,3.24,4.84,2,2,1,2,1,1,7,13,2,1,3,2,1,1,10,0
6655,15.88,7.2,4.9,1,2,2,1,1,2,18,7,2,2,2,1,1,1,4,0
6656,19.48,1.47,9.51,1,1,1,2,1,1,8,6,1,2,1,2,2,2,15,0
6657,24.06,2.7,4,2,2,1,1,2,1,3,16,1,2,2,1,2,2,20,0
